Image_id;Annotator ID 1;Annotator ID 2;Colors Code;Colors 1;Colors 2;Dots and globules code;Dots and globules 1;Dots and globules 2;Asymmetry Code;Asymmetry 1;Asymmetry 2
PAT_1577_3527_831.png.jpg;q3;q2;2;2;2;1;1;1;1;2;2
PAT_159_245_181.png.jpg;q3;q2;4;4;4;1;1;1;2;1;2
PAT_1633_2855_460.png.jpg;q3;q2;4;4;4;1;1;1;2;1;1
PAT_1671_3008_622.png.jpg;q3;q2;4;1;2;1;0;0;2;2;1
PAT_167_258_479.png.jpg;q3;q2;2;2;2;0;0;0;0;0;0
PAT_1701_3136_33.png.jpg;q3;q2;4;4;4;1;1;1;1;1;2
PAT_172_267_557.png.jpg;q3;q2;5;5;5;1;1;1;2;2;2
PAT_1734_3240_299.png.jpg;q3;q2;1;1;1;0;0;0;0;0;1
PAT_1786_3419_768.png.jpg;q3;q2;4;4;4;1;0;0;2;0;0
PAT_1787_3421_516.png.jpg;q3;q2;1;1;1;1;0;0;0;0;0
PAT_1850_3631_519.png.jpg;q3;q2;4;4;4;1;1;1;1;2;2
PAT_1855_3641_327.png.jpg;q3;q2;2;4;3;1;0;0;1;2;2
PAT_1969_3980_995.png.jpg;q3;q2;3;3;3;1;1;1;0;0;0
PAT_1983_4032_502.png.jpg;q3;q2;4;4;4;1;0;0;0;2;2
PAT_2013_4148_303.png.jpg;q3;q2;2;2;2;0;1;1;0;1;1
PAT_2024_4221_632.png.jpg;q3;q2;2;2;2;0;0;0;0;2;1
PAT_202_308_692.png.jpg;q3;q2;3;3;3;1;0;0;0;2;2
PAT_2062_4397_39.png.jpg;q3;q2;3;3;2;0;0;0;0;0;0
PAT_2070_4430_290.png.jpg;q3;q2;3;3;3;0;0;0;0;1;1
PAT_2077_4463_77.png.jpg;q3;q2;4;4;4;0;0;0;0;1;0
PAT_2082_4491_519.png.jpg;q3;q2;2;4;4;1;1;1;1;1;2
PAT_2123_4647_95.png.jpg;q3;q2;4;4;4;1;1;1;0;2;2
PAT_213_328_117.png.jpg;q3;q2;2;2;2;1;0;0;0;0;0
PAT_2140_4726_85.png.jpg;q3;q2;1;1;1;1;0;0;0;1;1
PAT_307_1685_651.png.jpg;q3;q2;3;3;3;0;0;0;2;1;0
PAT_355_732_102.png.jpg;q3;q2;2;2;2;1;1;1;0;0;0
PAT_369_756_130.png.jpg;q3;q2;4;4;4;1;1;1;1;2;2
PAT_373_2598_235.png.jpg;q3;q2;4;2;3;1;1;0;0;2;1
PAT_377_768_643.png.jpg;q3;q2;3;3;3;1;1;0;0;1;2
PAT_387_1614_866.png.jpg;q3;q2;3;3;3;0;1;1;0;2;1
PAT_388_4500_103.png.jpg;q3;q2;1;3;2;1;0;0;2;2;2
PAT_404_805_575.png.jpg;q3;q2;4;4;4;0;0;0;0;1;1
PAT_406_1542_754.png.jpg;q3;q2;3;3;3;1;1;1;0;0;0
PAT_406_808_560.png.jpg;q3;q2;3;3;3;1;1;1;0;1;0
PAT_409_2614_24.png.jpg;q3;q2;1;3;4;1;0;0;0;1;2

